sub1,sub2,smi1,smi2,x1,x2,env1,excess_molar_volume/(cm3/mol),link
DMC,GBL,COC(=O)OC,O=C1CCCO1,0.3001,0.6999,333.15,-0.431984786,https://www.sciencedirect.com/science/article/pii/S0167732215301781
DMC,GBL,COC(=O)OC,O=C1CCCO1,0.4006,0.5994,333.15,-0.490040596,https://www.sciencedirect.com/science/article/pii/S0167732215301781
DMC,GBL,COC(=O)OC,O=C1CCCO1,0.5,0.5,333.15,-0.50776475,https://www.sciencedirect.com/science/article/pii/S0167732215301781
DMC,GBL,COC(=O)OC,O=C1CCCO1,0.5986,0.4014,333.15,-0.487787706,https://www.sciencedirect.com/science/article/pii/S0167732215301781
DMC,GBL,COC(=O)OC,O=C1CCCO1,0.6999,0.3001,333.15,-0.459650739,https://www.sciencedirect.com/science/article/pii/S0167732215301781
DMC,GBL,COC(=O)OC,O=C1CCCO1,0.7989,0.2011,333.15,-0.351809325,https://www.sciencedirect.com/science/article/pii/S0167732215301781
DMC,GBL,COC(=O)OC,O=C1CCCO1,0.8995,0.1005,333.15,-0.208526583,https://www.sciencedirect.com/science/article/pii/S0167732215301781
DMC,GBL,COC(=O)OC,O=C1CCCO1,1.0,0.0,333.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.0,1.0,293.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.1009,0.8991,293.15,-0.267370636,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.2003,0.7997,293.15,-0.355903308,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.3008,0.6992,293.15,-0.454459647,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.4004,0.5996,293.15,-0.496090028,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.4916,0.5084,293.15,-0.515876627,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.5991,0.4009,293.15,-0.315795358,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.6997,0.3003,293.15,-0.319949307,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.8,0.2,293.15,-0.215617092,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.8997,0.1003,293.15,-0.064655566,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,1.0,0.0,293.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.0,1.0,298.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.1009,0.8991,298.15,-0.276045793,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.2003,0.7997,298.15,-0.36905745,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.3008,0.6992,298.15,-0.471446447,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.4004,0.5996,298.15,-0.515434864,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.4916,0.5084,298.15,-0.537243173,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.5991,0.4009,298.15,-0.334376289,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.6997,0.3003,298.15,-0.337121606,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.8,0.2,298.15,-0.2291679,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.8997,0.1003,298.15,-0.071912475,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,1.0,0.0,298.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.0,1.0,303.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.1009,0.8991,303.15,-0.284301904,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.2003,0.7997,303.15,-0.389562879,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.3008,0.6992,303.15,-0.489447165,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.4004,0.5996,303.15,-0.53683758,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.4916,0.5084,303.15,-0.559503547,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.5991,0.4009,303.15,-0.35440659,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.6997,0.3003,303.15,-0.355889059,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.8,0.2,303.15,-0.243777878,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.8997,0.1003,303.15,-0.079923214,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,1.0,0.0,303.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.0,1.0,308.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.1009,0.8991,308.15,-0.293024519,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.2003,0.7997,308.15,-0.396327305,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.3008,0.6992,308.15,-0.508128528,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.4004,0.5996,308.15,-0.558428926,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.4916,0.5084,308.15,-0.582295646,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.5991,0.4009,308.15,-0.374949116,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.6997,0.3003,308.15,-0.374526996,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.8,0.2,308.15,-0.258279618,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.8997,0.1003,308.15,-0.087032742,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,1.0,0.0,308.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.0,1.0,313.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.1009,0.8991,313.15,-0.301932214,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.2003,0.7997,313.15,-0.411342384,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.3008,0.6992,313.15,-0.527823209,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.4004,0.5996,313.15,-0.581502726,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.4916,0.5084,313.15,-0.606961703,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.5991,0.4009,313.15,-0.396655124,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.6997,0.3003,313.15,-0.394627096,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.8,0.2,313.15,-0.273934903,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.8997,0.1003,313.15,-0.094938191,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,1.0,0.0,313.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.0,1.0,318.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.1009,0.8991,318.15,-0.311693647,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.2003,0.7997,318.15,-0.426384425,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.3008,0.6992,318.15,-0.54890444,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.4004,0.5996,318.15,-0.605678094,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.4916,0.5084,318.15,-0.632967553,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.5991,0.4009,318.15,-0.42022378,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.6997,0.3003,318.15,-0.41544124,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.8,0.2,318.15,-0.290960223,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.8997,0.1003,318.15,-0.103949417,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,1.0,0.0,318.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.0,1.0,323.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.1009,0.8991,323.15,-0.321275201,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.2003,0.7997,323.15,-0.443114085,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.3008,0.6992,323.15,-0.570772388,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.4004,0.5996,323.15,-0.631500814,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.4916,0.5084,323.15,-0.660378694,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.5991,0.4009,323.15,-0.444606243,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.6997,0.3003,323.15,-0.439109751,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.8,0.2,323.15,-0.30783232,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,0.8997,0.1003,323.15,-0.113241323,https://www.sciencedirect.com/science/article/pii/S0167732215301781
THF,GBL,C1CCOC1,O=C1CCCO1,1.0,0.0,323.15,0.0,https://www.sciencedirect.com/science/article/pii/S0167732215301781
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.0139,0.9861,298.15,-0.032,https://doi.org/10.1021/je00020a016
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.0555,0.9445,298.15,-0.116,https://doi.org/10.1021/je00020a017
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.1646,0.8354,298.15,-0.272,https://doi.org/10.1021/je00020a018
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.2184,0.7816,298.15,-0.315,https://doi.org/10.1021/je00020a019
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.3119,0.6881,298.15,-0.365,https://doi.org/10.1021/je00020a020
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.3596,0.6404,298.15,-0.376,https://doi.org/10.1021/je00020a021
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.4203,0.5797,298.15,-0.377,https://doi.org/10.1021/je00020a022
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.4492,0.5508,298.15,-0.375,https://doi.org/10.1021/je00020a023
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.4983,0.5017,298.15,-0.363,https://doi.org/10.1021/je00020a024
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.5391,0.4609,298.15,-0.349,https://doi.org/10.1021/je00020a025
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.5864,0.4136,298.15,-0.329,https://doi.org/10.1021/je00020a026
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.6336,0.3664,298.15,-0.306,https://doi.org/10.1021/je00020a027
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.7118,0.2882,298.15,-0.255,https://doi.org/10.1021/je00020a028
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.7708,0.2292,298.15,-0.21,https://doi.org/10.1021/je00020a029
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.8612,0.1388,298.15,-0.133,https://doi.org/10.1021/je00020a030
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.9303,0.0697,298.15,-0.069,https://doi.org/10.1021/je00020a031
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.9855,0.0145,298.15,-0.014,https://doi.org/10.1021/je00020a032
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.0139,0.9861,313.15,-0.039,https://doi.org/10.1021/je00020a033
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.0555,0.9445,313.15,-0.133,https://doi.org/10.1021/je00020a034
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.1646,0.8354,313.15,-0.315,https://doi.org/10.1021/je00020a035
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.2184,0.7816,313.15,-0.372,https://doi.org/10.1021/je00020a036
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.3119,0.6881,313.15,-0.431,https://doi.org/10.1021/je00020a037
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.3596,0.6404,313.15,-0.442,https://doi.org/10.1021/je00020a038
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.4203,0.5797,313.15,-0.445,https://doi.org/10.1021/je00020a039
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.4492,0.5508,313.15,-0.442,https://doi.org/10.1021/je00020a040
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.4983,0.5017,313.15,-0.429,https://doi.org/10.1021/je00020a041
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.5391,0.4609,313.15,-0.413,https://doi.org/10.1021/je00020a042
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.5864,0.4136,313.15,-0.39,https://doi.org/10.1021/je00020a043
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.6336,0.3664,313.15,-0.361,https://doi.org/10.1021/je00020a044
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.7118,0.2882,313.15,-0.302,https://doi.org/10.1021/je00020a045
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.7708,0.2292,313.15,-0.25,https://doi.org/10.1021/je00020a046
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.8612,0.1388,313.15,-0.161,https://doi.org/10.1021/je00020a047
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.9303,0.0697,313.15,-0.086,https://doi.org/10.1021/je00020a048
PC,DMC,CC1COC(=O)O1,COC(=O)OC,0.9855,0.0145,313.15,-0.018,https://doi.org/10.1021/je00020a049
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.0232,0.9768,298.15,-0.051,https://doi.org/10.1021/je00020a050
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.0968,0.9032,298.15,-0.206,https://doi.org/10.1021/je00020a051
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.2158,0.7842,298.15,-0.379,https://doi.org/10.1021/je00020a052
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.2866,0.7134,298.15,-0.447,https://doi.org/10.1021/je00020a053
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.3801,0.6199,298.15,-0.498,https://doi.org/10.1021/je00020a054
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.4538,0.5462,298.15,-0.512,https://doi.org/10.1021/je00020a055
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.5,0.5,298.15,-0.51,https://doi.org/10.1021/je00020a056
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.5491,0.4509,298.15,-0.498,https://doi.org/10.1021/je00020a057
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.5915,0.4085,298.15,-0.48,https://doi.org/10.1021/je00020a058
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.6255,0.3745,298.15,-0.462,https://doi.org/10.1021/je00020a059
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.6632,0.3368,298.15,-0.436,https://doi.org/10.1021/je00020a060
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.7064,0.2936,298.15,-0.4,https://doi.org/10.1021/je00020a061
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.7764,0.2236,298.15,-0.33,https://doi.org/10.1021/je00020a062
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.8315,0.1685,298.15,-0.263,https://doi.org/10.1021/je00020a063
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.9158,0.0842,298.15,-0.142,https://doi.org/10.1021/je00020a064
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.9534,0.0466,298.15,-0.08,https://doi.org/10.1021/je00020a065
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.9929,0.0071,298.15,-0.013,https://doi.org/10.1021/je00020a066
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.0232,0.9768,313.15,-0.069,https://doi.org/10.1021/je00020a067
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.0968,0.9032,313.15,-0.248,https://doi.org/10.1021/je00020a068
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.2158,0.7842,313.15,-0.45,https://doi.org/10.1021/je00020a069
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.2866,0.7134,313.15,-0.526,https://doi.org/10.1021/je00020a070
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.3801,0.6199,313.15,-0.587,https://doi.org/10.1021/je00020a071
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.4538,0.5462,313.15,-0.603,https://doi.org/10.1021/je00020a072
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.5,0.5,313.15,-0.6,https://doi.org/10.1021/je00020a073
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.5491,0.4509,313.15,-0.586,https://doi.org/10.1021/je00020a074
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.5915,0.4085,313.15,-0.565,https://doi.org/10.1021/je00020a075
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.6255,0.3745,313.15,-0.544,https://doi.org/10.1021/je00020a076
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.6632,0.3368,313.15,-0.514,https://doi.org/10.1021/je00020a077
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.7064,0.2936,313.15,-0.472,https://doi.org/10.1021/je00020a078
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.7764,0.2236,313.15,-0.391,https://doi.org/10.1021/je00020a079
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.8315,0.1685,313.15,-0.312,https://doi.org/10.1021/je00020a080
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.9158,0.0842,313.15,-0.171,https://doi.org/10.1021/je00020a081
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.9534,0.0466,313.15,-0.099,https://doi.org/10.1021/je00020a082
PC,DEC,CC1COC(=O)O1,CCOC(=O)OCC,0.9929,0.0071,313.15,-0.018,https://doi.org/10.1021/je00020a083
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.0207,0.9793,298.15,0.006,https://doi.org/10.1021/je00020a084
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.0655,0.9345,298.15,0.022,https://doi.org/10.1021/je00020a085
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.198,0.802,298.15,0.058,https://doi.org/10.1021/je00020a086
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.315,0.685,298.15,0.081,https://doi.org/10.1021/je00020a087
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.3852,0.6148,298.15,0.091,https://doi.org/10.1021/je00020a088
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.4467,0.5533,298.15,0.095,https://doi.org/10.1021/je00020a089
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.5093,0.4907,298.15,0.097,https://doi.org/10.1021/je00020a090
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.5617,0.4383,298.15,0.097,https://doi.org/10.1021/je00020a091
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.5856,0.4144,298.15,0.096,https://doi.org/10.1021/je00020a092
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.6318,0.3682,298.15,0.093,https://doi.org/10.1021/je00020a093
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.6714,0.3286,298.15,0.089,https://doi.org/10.1021/je00020a094
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.7109,0.2891,298.15,0.084,https://doi.org/10.1021/je00020a095
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.7768,0.2232,298.15,0.071,https://doi.org/10.1021/je00020a096
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.8269,0.1731,298.15,0.06,https://doi.org/10.1021/je00020a097
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.9121,0.0879,298.15,0.034,https://doi.org/10.1021/je00020a098
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.9485,0.0515,298.15,0.021,https://doi.org/10.1021/je00020a099
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.9877,0.0123,298.15,0.065,https://doi.org/10.1021/je00020a100
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.0207,0.9793,313.15,0.007,https://doi.org/10.1021/je00020a101
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.0655,0.9345,313.15,0.026,https://doi.org/10.1021/je00020a102
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.198,0.802,313.15,0.063,https://doi.org/10.1021/je00020a103
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.315,0.685,313.15,0.089,https://doi.org/10.1021/je00020a104
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.3852,0.6148,313.15,0.097,https://doi.org/10.1021/je00020a105
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.4467,0.5533,313.15,0.102,https://doi.org/10.1021/je00020a106
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.5093,0.4907,313.15,0.105,https://doi.org/10.1021/je00020a107
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.5617,0.4383,313.15,0.105,https://doi.org/10.1021/je00020a108
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.5856,0.4144,313.15,0.102,https://doi.org/10.1021/je00020a109
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.6319,0.3681,313.15,0.099,https://doi.org/10.1021/je00020a110
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.6714,0.3286,313.15,0.095,https://doi.org/10.1021/je00020a111
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.7108,0.2892,313.15,0.09,https://doi.org/10.1021/je00020a112
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.7768,0.2232,313.15,0.077,https://doi.org/10.1021/je00020a113
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.8269,0.1731,313.15,0.063,https://doi.org/10.1021/je00020a114
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.9121,0.0879,313.15,0.036,https://doi.org/10.1021/je00020a115
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.9485,0.0515,313.15,0.022,https://doi.org/10.1021/je00020a116
DMC,DEC,COC(=O)OC,CCOC(=O)OCC,0.9877,0.0123,313.15,0.005,https://doi.org/10.1021/je00020a117
MF,GBL,COC=O,O=C1CCCO1,0.0,1.0,298.15,0.0,https://doi.org/10.1021/je0003290
MF,GBL,COC=O,O=C1CCCO1,0.0499,0.9501,298.15,-0.0903,https://doi.org/10.1021/je0003291
MF,GBL,COC=O,O=C1CCCO1,0.1025,0.8975,298.15,-0.1643,https://doi.org/10.1021/je0003292
MF,GBL,COC=O,O=C1CCCO1,0.153,0.847,298.15,-0.2398,https://doi.org/10.1021/je0003293
MF,GBL,COC=O,O=C1CCCO1,0.2017,0.7983,298.15,-0.3062,https://doi.org/10.1021/je0003294
MF,GBL,COC=O,O=C1CCCO1,0.2492,0.7508,298.15,-0.358,https://doi.org/10.1021/je0003295
MF,GBL,COC=O,O=C1CCCO1,0.303,0.697,298.15,-0.4162,https://doi.org/10.1021/je0003296
MF,GBL,COC=O,O=C1CCCO1,0.4004,0.5996,298.15,-0.5038,https://doi.org/10.1021/je0003297
MF,GBL,COC=O,O=C1CCCO1,0.4594,0.5406,298.15,-0.5511,https://doi.org/10.1021/je0003298
MF,GBL,COC=O,O=C1CCCO1,0.5053,0.4947,298.15,-0.555,https://doi.org/10.1021/je0003299
MF,GBL,COC=O,O=C1CCCO1,0.5599,0.4401,298.15,-0.5713,https://doi.org/10.1021/je0003300
MF,GBL,COC=O,O=C1CCCO1,0.6177,0.3823,298.15,-0.5913,https://doi.org/10.1021/je0003301
MF,GBL,COC=O,O=C1CCCO1,0.7071,0.2929,298.15,-0.537,https://doi.org/10.1021/je0003302
MF,GBL,COC=O,O=C1CCCO1,0.7556,0.2444,298.15,-0.4893,https://doi.org/10.1021/je0003303
MF,GBL,COC=O,O=C1CCCO1,0.8,0.2,298.15,-0.4358,https://doi.org/10.1021/je0003304
MF,GBL,COC=O,O=C1CCCO1,0.8515,0.1485,298.15,-0.3636,https://doi.org/10.1021/je0003305
MF,GBL,COC=O,O=C1CCCO1,0.9005,0.0995,298.15,-0.301,https://doi.org/10.1021/je0003306
